Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Maria,Australia,Deluxe King Room with Harbour View,1 night,"
August","2020
", 10 ,"Our much needed weekend away turned out perfect. Staff were so accomodating, professional and friendly.  We have already booked our next stay. Cant wait!",None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Miguel,Australia,Premier King Room with City View,2 nights,"
August","2020
", 10 ,"The room was fantastic with both city and (partial) harbour views. King beds are a must when staying away from home. The Nescafe coffee pods in-room were also a unexpected and very welcome bonus! The room also came with a Covid-Safe pack including face masks, hand sanitiser and disinfectant wipes.",We were too tired to go out for dinner on the first night and the room service menu had little to no vegan options (nor did we see any dietary requirements catered for). So we ordered Uber Eats but the reception staff didn't allow the delivery driver into the lobby so I had to go outside to pick up our food.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Tracey,Australia,Deluxe King Room with City View,1 night,"
August","2020
", 10 ,"Had a weekend away with my daughter, the staff were fantastic, room beautiful and bed really comfy, if booking hotel definitely book spa sooo beautiful, great location such great service all round thankyou",Nothing not to like,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Brian,Australia,Deluxe King Room with City View,1 night,"
August","2020
", 9.0 ,"The bed, the view, the coffee, the bath. 
The spa 
The pool","The 2nd time I had dinner in our room , the rice was hard and glue like  it tasted yuck",en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Katherine,Australia,Deluxe King Room with City View,1 night,"
August","2020
", 9.0 ,"Clean, comfortable room with an unexpected upgrade on arrival. Friendly staff taking proper covid precautions.",None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Julie,Australia,Premier King Room with City View,1 night,"
August","2020
", 9.0 ,Great location and amazing rooms. Thanks for the upgrade.,"Foyer could benefit from a few plants 
A little too much brass and glass. 
The valet were lovely but lost my car key and it took an hour to find it at checkout. But they were so lovely and fabulous customer service.",en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Keeley,Australia,Deluxe Partial Harbour Room (1 King Size Bed),1 night,"
August","2020
", 10 ,Our whole stay was amazing everything was perfect hopefully when we rebook we can get a higher level room,Nothing everything was perfect,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Stacey,Australia,Deluxe King Room with City View,1 night,"
August","2020
", 10 ,Everything,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Joseph,Australia,Deluxe Partial Harbour Room (1 King Size Bed),2 nights,"
August","2020
", 9.0 ,VERY VERY NICE CLSE TO CITY  AND THE HARBOUR,GOING ON THE FERRY AND THE ROCKS CITY,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Rynno87,Australia,Deluxe King Room with City View,1 night,"
August","2020
", 9.0 ,"Staff
Food
Quality room",Sauna/spa in pool area would be good,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Margarita,Australia,Deluxe King Room with City View,1 night,"
August","2020
", 8.0 ,"The hotel is quite luxurious but is showing the age. Our room was upgraded to partial harbour view so the view was nice. It was my husbands birthday and i let the hotel know, we discovered a delicious slice of cake with a card. I thought it was a lovely touch! Breakfast was good, service quick and efficient. The bed comfortable and sound system good. I really liked that bottled water was accessible often. Free paper delivery was great.",I thought the room was rather small and decor was bland. The pool was a bit colder than expected so we didnt swim. Hot tub was small. I would much prefer indoor lap pool and bigger hot tub. It was unclear with mini bar prices. It took a while to find what was complimentary and what not on special ipad.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Pauline,Australia,Deluxe King Room with City View,1 night,"
August","2020
", 10 ,Location was great. Close to light rail which was convenient for shopping in CBD. Dinner was excellent. T Bone for two. Best steak ðŸ¥© ever.,Breakfast was least favourite meal. Poached eggs too soft. Toast hardly toasted. Bacon to streaky and hard. Rest if breakfast was great. Only thing that didnâ€™t get a 10.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Carolina,Australia,Deluxe Partial Harbour Room (1 King Size Bed),1 night,"
August","2020
", 9.0 ,Great hotel as could be expected of the Four seasons!! Very Covid 19 friendly!! Very nice customer service.,"We couldnâ€™t use the bar as itâ€™s closed due to Covid, but thatâ€™s understandable!! All in all, great hotel",en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Ruby,United Kingdom,Deluxe King Room with City View,1 night,"
August","2020
", 10 ,"Loved my stay at this hotel last week, the staff were amazing and Covid cleanliness measures brilliant.
The rooms are large and luxurious- will definitely return",None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Poiki,Australia,Deluxe King Room with Harbour View,1 night,"
August","2020
", 8.0 ,Very clean and near the public transport.  Very good facilities.,The place is very good but the customer service is just average.  Did not find that extra customer service that will make me come back.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Lisa,Australia,Four Seasons Full Harbour King Room,2 nights,"
July","2020
", 9.0 ,"Loved the corner suite with harbour views. Comfy bed and all the luxuries! Will definitely return,",Lots of building going on In city so little noisy midweek despite the double glazing.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Lee-anne,Australia,Four Seasons Full Harbour King Room,2 nights,"
August","2020
", 10 ,"What was not to love.
Staff, location,amenities all exceptional.
Will definitely be coming back!!!",None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Pb,United Kingdom,Deluxe King Room with City View,3 nights,"
August","2020
", 9.0 ,"Everything else was exceptional, especially check in and service at breakfast. Excellent location. Professional and helpful staff.",Housekeeping requests took a long time to be serviced.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Isabella,Australia,Deluxe King Room with City View,1 night,"
August","2020
", 10 ,"The view, the service was amazing and felt very attended  too and more. The room was so perfect and met every need of a great night away!!",There was nothing to not like about this place!!,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Samuel,Australia,Deluxe King Room with City View,1 night,"
August","2020
", 8.0 ,"friendly staff, clean tidy and nice rooms",The show space and room between toilet wall and show. No two person spa in room,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Jordan,Australia,Four Seasons Full Harbour King Room,1 night,"
August","2020
", 10 ,The minute the staff heard it was my partners birthday they went above and beyond for us. The view was amazing and the staff were lovely. Would definitely visit again!,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Mitchell,Australia,Deluxe King Room with City View,2 nights,"
August","2020
", 9.0 ,"Staff were great, room was great and the polenta chips at Mode were to die for.",I wish the sauna was open later. Was told it was open till 5 but was closed at 4.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Daniel,Australia,Four Seasons Full Harbour King Room,2 nights,"
August","2020
", 10 ,Great rooms and clean.,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Anelieza,Australia,Deluxe Partial Harbour Room (1 King Size Bed),2 nights,"
August","2020
", 10 ,"Lovely staff, beautiful room, perfect weekend stay - can’t wait to go back!",Nothing,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Sarah,Australia,Deluxe King Room with City View,1 night,"
August","2020
", 10 ,"A lovely room upgrade from city view to ‘partial harbour views’! Plus I mentioned over the phone that we were staying for  my partners birthday and the staff wished him a happy birthday on arrival and surprised us with a piece of birthday cake for him in our room and a personal card as well! Also felt safe with providing face masks and temperature checks on entry to the hotel, as well as readily available hand sanitiser!",None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Virgil,Australia,Premier Partial Harbour King Room,2 nights,"
August","2020
", 10 ,Very central too everything in cbd,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Chirema,Australia,Deluxe King Room with City View,2 nights,"
August","2020
", 10 ,Breakfast was really good and well prepared,There was a confusion on the spa payment which was later resolved . However they could have gone about it in a different way instead of stressing out my wife,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Taehoon,Australia,Deluxe King Room with Harbour View,1 night,"
August","2020
", 10 ,"When we arrived at the front desk the lady who helped us was very welcoming and professional. My wife and I recently got married and we were staying at the hotel for our honeymoon. Our whale watching booking got cancelled due to engine failure. When the front desk lady heard this she offered a different room with a discount. She showed us a picture with a tablet and it looked great so we took the recommended room. When we entered our suite the blinds automatically started rolling up and we were overwhelmed by the stunning view of the harbour bridge and opera house. The view was so nice we  spent more time in our suite then we did outside. 
Suddenly we heard a ring and opened the door and there was a hotel staff with a bottle of complimentary sparkling. Staying at the Four Seasons Hotel completely exceeded our expectations and we were so happy with our stay and we will definitely visiting again!
I apologize for not getting the name of the lady who helped us but thank you for taking care of us.",N/A,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Gary,Australia,Four Seasons Full Harbour King Room,1 night,"
August","2020
", 9.0 ,The staff and the property itself.,Nothing,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,David,Australia,Deluxe Twin Room with Harbour View,1 night,"
August","2020
", 10 ,Staff were wonderful. Late night desert was fantastic. View was sensational. Room was extremely comfortable and well appointed. Loved the Bose Bluetooth system.,"Breakfast was not what I had expected, a little disappointing based on the high standards of all other aspects of Hotel and Staff. I'm certain it was a one off.",en-us
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Michael,Australia,One-Bedroom City Suite,1 night,"
August","2020
", 10 ,"Location
Service
Comfort",Nothing,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Caroline,Australia,One-Bedroom City Suite,4 nights,"
August","2020
", 9.0 ,"Location, guest services were exceptional, clean",Nothing,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Elisha,United Kingdom,Deluxe King Room with City View,1 night,"
August","2020
", 10 ,"Perfect location. Super stylish hotel, with great spa facilities. The bed was just amazing and the hotel supplied everything we needed and more.",Couldn’t think of anything,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Lihan,Australia,Deluxe King Room with City View,1 night,"
June","2020
", 9.0 ,"Everything, amazing service, restorative sleep.",Small pool.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Assya,Australia,Deluxe King Room with Harbour View,1 night,"
August","2020
", 10 ,"I gifted my sister this baby moon 1 night stay, so it wasn't me that went. She absolutely loved it and rated everything 10/10. Thank you so much for that",nothing really she said,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Mariella,Australia,Deluxe King Room with City View,1 night,"
August","2020
", 10 ,We had a beautifully renovated room overlooking the harbour. Really special experience. Very friendly and helpful staff. Nice heated pool and hot tub. Would highly recommend!,We loved everything,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Missy,Australia,Four Seasons Full Harbour King Room,1 night,"
August","2020
", 10 ,"My fiance and I stayed one night in Full Harbour Room for my birthday. The view was amazing, as expected. The bed and pillows are super comfy. The iport tablet in the room came very handy, it gives us all the basic informations we need about the room and the hotel services and facilities. We can also chat or ask questions to the customer service through a chat app on the tablet. When we arrived in the room, they have provided a tiny cake for my birthday, such a sweet gesture. 
There was also a Bose speaker in the room, it helped setting the correct ambience in the room.
We didn't get the breakfast at the restaurant, we got it delivered to our room for a small fee. Juices and water were served on the breakfast trolley while the hot breakfast was still inside the hot box. Breakfast were very tasty. We ordered sides such as bacon and sausages, we thought it'll only comes out as 1 piece for each, turns out it was like 5-6 bacon strips and 5 sausages. All breakfast was included in our room price.
It was a memorable stay indeed. Staffs were polite.",There's really nothing to complain about. Overall great experience.,en
